Unnamed: 0,contrast,estimate,SE,df,t.ratio,p.value,Significance,Test Details
391,NR3 F Order1 - PR0 F Order1,29.2,19.90974371,19,1.466618577,0.999993856,,"t(19) = 1.467, p = 1.000e+00"
392,NR3 F Order1 - PR1 F Order1,-26.0,22.50465839,19,-1.15531636,1.0,,"t(19) = -1.155, p = 1.000e+00"
393,NR3 F Order1 - PR2 F Order1,-7.6,20.44591496,19,-0.371712394,1.0,,"t(19) = -0.372, p = 1.000e+00"
394,NR3 F Order1 - PR3 F Order1,3.0,15.68489048,19,0.191266876,1.0,,"t(19) = 0.191, p = 1.000e+00"
395,NR3 F Order1 - PR4 F Order1,-3.2,16.57935728,19,-0.193011101,1.0,,"t(19) = -0.193, p = 1.000e+00"
396,NR3 F Order1 - PR5 F Order1,-35.2,17.72607357,19,-1.985775353,0.996553408,,"t(19) = -1.986, p = 9.966e-01"
397,NR3 F Order1 - PR6 F Order1,-31.0,14.69228226,19,-2.109951297,0.991301591,,"t(19) = -2.110, p = 9.913e-01"
398,NR3 F Order1 - G0 M Order1,-82.16666667,28.81870636,19,-2.851157357,0.797826696,,"t(19) = -2.851, p = 7.978e-01"
399,NR3 F Order1 - G1 M Order1,-45.16666667,19.23362826,19,-2.348317543,0.965382864,,"t(19) = -2.348, p = 9.654e-01"
400,NR3 F Order1 - G2 M Order1,-21.83333333,23.84223242,19,-0.915741989,1.0,,"t(19) = -0.916, p = 1.000e+00"
401,NR3 F Order1 - NR0 M Order1,10.0,19.61165365,19,0.509900908,1.0,,"t(19) = 0.510, p = 1.000e+00"
402,NR3 F Order1 - NR1 M Order1,2.333333333,20.76885461,19,0.112347714,1.0,,"t(19) = 0.112, p = 1.000e+00"
403,NR3 F Order1 - NR2 M Order1,-4.833333333,17.60273935,19,-0.274578475,1.0,,"t(19) = -0.275, p = 1.000e+00"
404,NR3 F Order1 - NR3 M Order1,2.0,18.05044912,19,0.110800567,1.0,,"t(19) = 0.111, p = 1.000e+00"
405,NR3 F Order1 - NR4 M Order1,0.666666667,18.07619513,19,0.036880918,1.0,,"t(19) = 0.037, p = 1.000e+00"
406,NR3 F Order1 - NR5 M Order1,-7.5,19.69025496,19,-0.38089908,1.0,,"t(19) = -0.381, p = 1.000e+00"
407,NR3 F Order1 - NR6 M Order1,-5.666666667,17.94100957,19,-0.315849933,1.0,,"t(19) = -0.316, p = 1.000e+00"
408,NR3 F Order1 - PR0 M Order1,40.5,17.93045369,19,2.258727007,0.9782755,,"t(19) = 2.259, p = 9.783e-01"
409,NR3 F Order1 - PR1 M Order1,25.5,19.67551095,19,1.296027334,1.0,,"t(19) = 1.296, p = 1.000e+00"
410,NR3 F Order1 - PR2 M Order1,-6.833333333,19.64153166,19,-0.347902264,1.0,,"t(19) = -0.348, p = 1.000e+00"
411,NR3 F Order1 - PR3 M Order1,-15.16666667,19.33397609,19,-0.784456678,1.0,,"t(19) = -0.784, p = 1.000e+00"
412,NR3 F Order1 - PR4 M Order1,-22.5,20.13589794,19,-1.117407332,1.0,,"t(19) = -1.117, p = 1.000e+00"
413,NR3 F Order1 - PR5 M Order1,-19.66666667,19.82753859,19,-0.99188644,1.0,,"t(19) = -0.992, p = 1.000e+00"
414,NR3 F Order1 - PR6 M Order1,-10.16666667,19.59539569,19,-0.518829363,1.0,,"t(19) = -0.519, p = 1.000e+00"
415,NR3 F Order1 - G0 F Order2,-29.5,28.81870636,19,-1.023640674,1.0,,"t(19) = -1.024, p = 1.000e+00"
416,NR3 F Order1 - G1 F Order2,-33.33333333,19.23362826,19,-1.733075678,0.999711463,,"t(19) = -1.733, p = 9.997e-01"
417,NR3 F Order1 - G2 F Order2,-15.0,23.84223242,19,-0.629135717,1.0,,"t(19) = -0.629, p = 1.000e+00"
418,NR3 F Order1 - NR0 F Order2,-22.83333333,19.61165365,19,-1.164273739,1.0,,"t(19) = -1.164, p = 1.000e+00"
419,NR3 F Order1 - NR1 F Order2,-48.0,20.76885461,19,-2.31115297,0.971264792,,"t(19) = -2.311, p = 9.713e-01"
420,NR3 F Order1 - NR2 F Order2,-11.0,17.60273935,19,-0.624902737,1.0,,"t(19) = -0.625, p = 1.000e+00"
421,NR3 F Order1 - NR3 F Order2,5.0,18.05044912,19,0.277001418,1.0,,"t(19) = 0.277, p = 1.000e+00"
422,NR3 F Order1 - NR4 F Order2,20.83333333,18.07619513,19,1.152528681,1.0,,"t(19) = 1.153, p = 1.000e+00"
423,NR3 F Order1 - NR5 F Order2,-29.5,19.69025496,19,-1.498203048,0.99998943,,"t(19) = -1.498, p = 1.000e+00"
